benchmark,model,par_type,run,input_tokens,output_tokens,cached_tokens,api_time,total_time,code_additions,code_deletions,non_whitelisted_dependencies,validation_status,validation_err_string,benchmark_success,benchmark_times,benchmark_median_time,source_batch,source_path,total_tokens,benchmark_wall_times,benchmark_config_sha256
spmv,gpt-5.6-luna-xhigh,cuda,2,,,,,482.24,199,16,"",5,"",true,1666.574;1673.414;1649.161;1663.698;1669.727,1666.574,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_cuda_r2,87854.0,3.725637258030474;3.7258024252951145;3.7254381561651826;3.7257983926683664;3.726276747882366,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,cuda,3,,,,,329.71,170,17,"",5,"",true,2321.503;2320.113;2315.678;2321.96;2322.467,2321.503,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_cuda_r3,67897.0,4.427577474154532;4.427319063805044;4.427671358920634;4.4278400260955095;4.4274792755022645,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,cuda,4,,,,,244.57,172,15,"",5,"",true,2273.322;2272.734;2269.212;2268.982;2269.712,2269.712,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_cuda_r4,50336.0,4.378004803322256;4.3776644030585885;4.376960253342986;4.377419030293822;4.377273499034345,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,cuda,5,,,,,335.93,203,16,"",5,"",true,2294.76;2295.872;2295.979;2297.512;2295.883,2295.883,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_cuda_r5,76420.0,4.3773029539734125;4.427843485958874;4.377613819204271;4.378132783807814;4.3785616690292954,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,hybrid,1,,,,,581.12,395,102,"",5,"",true,1898.325;1898.016;1898.929;1899.479;1903.885,1898.929,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_hybrid_r1,96091.0,10.239331084303558;10.240053029730916;10.239546412602067;10.19006282556802;10.240172180347145,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,hybrid,2,,,,,514.04,439,124,"",5,"",true,1881.404;1885.341;1882.779;1884.696;1883.452,1883.452,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_hybrid_r2,90210.0,10.390562877058983;10.390668806619942;10.393459122627974;10.44050973560661;10.390469502657652,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,hybrid,3,,,,,646.87,352,43,"",5,"",true,1793.625;1793.366;1793.484;1793.547;1793.696,1793.547,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_hybrid_r3,106184.0,10.490746275521815;10.440352063626051;10.440789813175797;10.440192529000342;10.490607634186745,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,hybrid,4,,,,,543.36,519,128,"",5,"",true,1799.868;1799.873;1797.715;1797.167;1795.687,1797.715,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_hybrid_r4,104122.0,10.240259305574;10.242388708516955;10.239987375214696;10.189771183766425;10.189804959110916,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,hybrid,5,,,,,625.79,395,71,"",5,"",true,5862.19;5863.377;5862.946;5862.063;5861.593,5862.19,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_hybrid_r5,103817.0,14.449690593406558;14.448830217123032;14.449099983088672;14.398732779547572;14.447964816354215,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,mpi,1,,,,,362.58,230,62,"",5,"",true,1494.511;1496.686;1493.692;1495.379;1493.065,1494.511,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_mpi_r1,61331.0,13.894840322434902;13.744092926383018;13.74452534969896;13.693792264908552;13.794453990645707,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,mpi,2,,,,,366.93,232,77,"",5,"",true,1493.657;1493.079;1495.597;1495.161;1492.735,1493.657,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_mpi_r2,61001.0,13.893995986320078;13.99373507220298;13.843544790521264;13.642493422143161;14.094081541523337,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,mpi,3,,,,,544.57,267,72,"",5,"",true,1417.0;1425.0;1421.0;1413.0;1430.0,1421.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_mpi_r3,96620.0,13.843813873827457;13.693290285766125;13.944242014549673;14.09475114196539;13.994062681682408,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,mpi,4,,,,,475.74,269,83,"",5,"",true,1492.2;1493.434;1493.484;1494.935;1493.572,1493.484,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_mpi_r4,79958.0,14.043978835456073;14.144449808634818;13.844628443010151;14.04449216928333;14.24608807824552,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,mpi,5,,,,,400.71,228,68,"",5,"",true,1519.0;1513.0;1515.0;1513.0;1517.0,1515.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_mpi_r5,78528.0,14.194049390032887;14.195253274403512;13.745587955228984;13.793221267871559;14.0944680897519,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,omp,1,,,,,187.31,7,1,"",5,"",true,2946.0;2971.0;5266.0;2932.0;4467.0,2971.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_omp_r1,41854.0,3.3720457516610622;3.374524148181081;5.683677893131971;3.3225259985774755;4.88060934189707,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,omp,2,,,,,193.74,52,12,"",5,"",true,771.0;775.0;789.0;792.0;773.0,775.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_omp_r2,46426.0,1.1729006143286824;1.1732795098796487;1.2207355750724673;1.2222474459558725;1.1735214460641146,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,omp,3,,,,,146.71,19,5,"",5,"",true,2825.0;4402.0;4592.0;2814.0;2825.0,2825.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_omp_r3,41018.0,3.2242085123434663;4.829982138238847;5.030869864858687;3.2253884682431817;3.2306039882823825,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,omp,4,,,,,120.33,5,1,"",5,"",true,2946.0;2990.0;3038.0;5178.0;5732.0,3038.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_omp_r4,35157.0,3.374593861401081;3.4291265280917287;3.4750412441790104;5.583639427088201;6.184304495342076,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-luna-xhigh,omp,5,,,,,132.56,5,1,"",5,"",true,5015.0;2899.0;2900.0;5102.0;4679.0,4679.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-luna-xhigh_omp_r5,33018.0,5.436033638194203;3.3256214149296284;3.3224405385553837;5.529585974290967;5.081290889531374,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,cuda,1,,,,,119.32,121,18,"",5,"",true,2267.266;2267.42;2268.007;2269.437;2274.946,2268.007,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_cuda_r1,27994.0,4.477656019851565;4.427296012639999;4.427267896011472;4.427309598773718;4.477598276920617,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,cuda,2,,,,,87.99,94,11,"",5,"",true,2273.339;2270.691;2268.917;2268.087;2269.928,2269.928,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_cuda_r2,25419.0,4.377453127875924;4.377535672858357;4.427590114064515;4.377412645146251;4.376642193645239,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,cuda,3,,,,,112.9,113,12,"",5,"",true,2271.194;2272.245;2273.224;2272.719;2276.193,2272.719,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_cuda_r3,29776.0,4.377342912368476;4.377653758972883;4.377201338298619;4.377851873636246;4.377645612694323,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,cuda,4,,,,,115.68,90,13,"",5,"",true,2276.024;2278.129;2275.264;2275.854;2276.135,2276.024,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_cuda_r4,37344.0,4.326487382873893;4.327821549028158;4.326895113103092;4.375937297008932;4.327626002021134,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,cuda,5,,,,,106.91,105,16,"",5,"",true,2275.538;2278.042;2274.596;2277.959;2277.73,2277.73,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_cuda_r5,28201.0,4.327496753074229;4.327058858238161;4.326926161535084;4.327724871225655;4.327360026538372,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,hybrid,1,,,,,154.09,146,33,"",5,"",true,1872.482;1878.357;1876.896;1881.804;1875.986,1876.896,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_hybrid_r1,28610.0,10.490008374676108;10.490093672648072;10.489707384258509;10.490741464309394;10.539986565709114,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,hybrid,2,,,,,158.36,222,226,"",5,"",true,1878.907;1886.166;1885.9;1881.519;1883.924,1883.924,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_hybrid_r2,40302.0,10.490230006165802;10.49008415825665;10.589790645055473;10.540409141220152;10.490099336020648,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,hybrid,3,,,,,200.74,218,231,"",5,"",true,1878.961;1881.177;1882.201;1885.489;1886.922,1882.201,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_hybrid_r3,30097.0,10.590494726784527;10.540855061262846;10.541336621157825;10.591097089461982;10.540748798288405,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,hybrid,4,,,,,186.92,216,227,"",5,"",true,1884.431;1885.264;1886.1;1887.756;1887.542,1886.1,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_hybrid_r4,50718.0,10.340332200750709;10.389944054186344;10.339219924993813;10.389938387088478;10.389544089324772,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,hybrid,5,,,,,148.93,206,228,"",5,"",true,1885.463;1886.196;1888.739;1889.387;1889.042,1888.739,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_hybrid_r5,32581.0,10.540873842313886;10.590039105154574;10.59039832931012;10.589681250974536;10.591194386593997,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,mpi,1,,,,,156.39,153,51,"",5,"",true,1422.646;1431.404;1432.652;1433.985;1433.704,1432.652,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_mpi_r1,32530.0,14.042927861213684;13.844502576626837;13.794610133394599;13.893311090767384;14.044019857421517,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,mpi,2,,,,,106.02,116,41,"",5,"",true,1415.84;1429.847;1451.88;1430.73;1428.317,1429.847,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_mpi_r2,50092.0,13.593539143912494;13.993670196272433;13.893283445388079;14.045015792362392;14.193423422984779,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,mpi,3,,,,,177.48,148,45,"",5,"",true,1558.265;1560.258;1559.193;1561.251;1558.733,1559.193,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_mpi_r3,36353.0,14.194356464780867;13.744222621433437;14.045883422717452;14.092305640690029;14.044278888963163,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,mpi,4,,,,,112.63,166,216,"",5,"",true,1537.592;1525.784;1500.478;1538.618;1503.477,1525.784,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_mpi_r4,38145.0,13.943839859217405;14.0952363088727;14.047103703022003;13.844861500896513;13.74463059566915,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,mpi,5,,,,,140.61,129,33,"",5,"",true,1528.407;1530.515;1503.454;1511.93;1505.179,1511.93,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_mpi_r5,39884.0,13.894224809482694;14.295627305284142;13.944809987209737;14.093274496495724;13.844296217896044,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,omp,1,,,,,73.7,32,7,"",5,"",true,343.122;376.933;381.755;356.004;381.541,376.933,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_omp_r1,24739.0,0.768531396985054;0.7716813227161765;0.7713421229273081;0.7668866841122508;0.770779394544661,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,omp,2,,,,,65.73,36,9,"",5,"",true,650.036;662.735;697.66;697.582;690.132,690.132,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_omp_r2,25107.0,1.0674132173880935;1.0679776528850198;1.121083335019648;1.1224198378622532;1.1222227979451418,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,omp,3,,,,,54.51,24,10,"",5,"",true,698.27;653.792;663.505;660.505;661.601,661.601,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_omp_r3,12633.0,1.1234119618311524;1.0687101557850838;1.0676736906170845;1.06780622061342;1.068764105439186,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,omp,4,,,,,85.96,28,16,"",5,"",true,677.924;658.794;690.033;685.338;683.364,683.364,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_omp_r4,31270.0,1.1234821286052465;1.0674783596768975;1.1230833092704415;1.1211400488391519;1.1216491432860494,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-low,omp,5,,,,,87.99,37,13,"",5,"",true,696.59;662.52;652.889;688.53;684.616,684.616,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-low_omp_r5,23233.0,1.123010546900332;1.0672406069934368;1.068921728990972;1.069931793026626;1.1235448811203241,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,cuda,1,,,,,188.17,178,14,"",5,"",true,2232.754;2235.414;2236.27;2239.755;2240.129,2236.27,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_cuda_r1,55827.0,4.377000632695854;4.377129063010216;4.326383454725146;4.377213708125055;4.37757726944983,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,cuda,2,,,,,168.98,159,18,"",5,"",true,2273.052;2273.607;2273.523;2270.422;2267.19,2273.052,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_cuda_r2,38198.0,4.376989586278796;4.3775075152516365;4.377183369360864;4.427718644961715;4.377259022556245,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,cuda,3,,,,,203.67,166,19,"",5,"",true,2275.323;2277.03;2276.961;2277.523;2278.26,2277.03,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_cuda_r3,38232.0,4.377623957581818;4.37703694216907;4.37718472443521;4.377650294452906;4.377254890277982,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,cuda,4,,,,,247.02,152,12,"",5,"",true,2287.635;2287.671;2287.136;2288.263;2292.492,2287.671,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_cuda_r4,61076.0,4.427354918792844;4.427293382585049;4.426852668635547;4.427371546626091;4.427018104121089,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,cuda,5,,,,,287.03,164,13,"",5,"",true,2355.553;2354.355;2355.424;2353.666;2356.129,2355.424,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_cuda_r5,86542.0,4.527745724655688;4.4761105524376035;4.477312289178371;4.477034253068268;4.477339185774326,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,hybrid,1,,,,,293.27,342,217,"",4,Output comparison FAILED: Numeric value mismatch for object OutputVector: 'Sum: 2.64923178037303951e+04' vs 'Sum: 2.64981851135804900e+04',,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_hybrid_r1,41727.0,,
spmv,gpt-5.6-sol-medium,hybrid,2,,,,,320.72,354,192,"",5,"",true,1878.66;1881.687;1883.331;1889.78;1888.402,1883.331,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_hybrid_r2,53540.0,10.440215366892517;10.389739920385182;10.390179495327175;10.540678882040083;10.439754405990243,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,hybrid,3,,,,,274.29,239,196,"",5,"",true,1887.948;1891.988;1892.277;1888.101;1889.038,1889.038,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_hybrid_r3,62992.0,10.439829671755433;10.492235301993787;10.44127239473164;10.440446670167148;10.339718887582421,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,hybrid,4,,,,,303.59,352,189,"",5,"",true,1883.193;1881.719;1876.037;1881.816;1876.732,1881.719,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_hybrid_r4,51667.0,10.540116090327501;10.540620329789817;10.590103168040514;10.59081780910492;10.590252704918385,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,hybrid,5,,,,,238.12,287,211,"",5,"",true,1889.102;1890.208;1884.983;1885.324;1889.339,1889.102,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_hybrid_r5,36293.0,10.591076879762113;10.691284246742725;10.540268554352224;10.540993156842887;10.591441802680492,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,mpi,1,,,,,248.05,267,52,"",5,"",true,1423.745;1423.456;1414.653;1425.617;1415.968,1423.456,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_mpi_r1,42345.0,13.944926106370986;14.09631889499724;13.693387717939913;13.943495694547892;14.09525200445205,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,mpi,2,,,,,209.78,172,50,"",5,"",true,1527.035;1528.934;1525.887;1526.376;1531.6,1527.035,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_mpi_r2,55283.0,13.74397942982614;13.944545767270029;14.145288962870836;14.096517986617982;13.845373104326427,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,mpi,3,,,,,183.74,177,53,"",5,"",true,1433.735;1430.121;1429.592;1428.172;1435.654,1430.121,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_mpi_r3,32256.0,13.695507027208805;14.094106785953045;13.695230597630143;13.996065034531057;13.891357926651835,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,mpi,4,,,,,198.51,169,54,"",5,"",true,1438.136;1440.413;1428.174;1429.644;1439.683,1438.136,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_mpi_r4,83943.0,13.997402696870267;13.789437307976186;13.892597678117454;13.792570899240673;13.943068652413785,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,mpi,5,,,,,160.29,154,53,"",5,"",true,1427.301;1415.902;1428.237;1427.346;1415.578,1427.301,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_mpi_r5,40379.0,13.891399172134697;13.38944510743022;13.790935981087387;13.842051696032286;13.3938606698066,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,omp,1,,,,,155.37,55,8,"",5,"",true,406.0;392.0;391.0;409.0;426.0,406.0,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_omp_r1,38010.0,0.8198746647685766;0.7698403270915151;0.7718294756487012;0.8216035859659314;0.8225218607112765,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,omp,2,,,,,101.68,38,13,"",5,"",true,433.861;449.402;415.553;408.647;447.401,433.861,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_omp_r2,24452.0,0.8711258759722114;0.8718785112723708;0.8215104155242443;0.8225412098690867;0.8700726218521595,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,omp,3,,,,,92.21,35,11,"",5,"",true,782.776;784.078;782.552;787.573;770.293,782.776,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_omp_r3,20617.0,1.2218466410413384;1.2224955772981048;1.2207123469561338;1.2245863657444715;1.1728162355720997,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,omp,4,,,,,98.03,40,18,"",5,"",true,441.244;413.871;428.433;437.415;450.764,437.415,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_omp_r4,30032.0,0.8690073760226369;0.8214463451877236;0.8223582496866584;0.8225217498838902;0.8703720588237047,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-medium,omp,5,,,,,147.69,51,18,"",5,"",true,370.064;363.705;380.05;374.277;341.622,370.064,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-medium_omp_r5,35006.0,0.7716207662597299;0.7724849106743932;0.8202584702521563;0.8222418799996376;0.7678134450688958,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,cuda,1,,,,,380.58,385,186,"",5,"",true,2266.015;2270.357;2272.299;2271.984;2274.946,2271.984,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_cuda_r1,61033.0,4.375608129426837;4.426808110438287;4.376764649525285;4.376765299588442;4.3774054935202,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,cuda,2,,,,,683.49,282,19,"",5,"",true,2226.421;2228.987;2230.157;2225.278;2226.16,2226.421,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_cuda_r2,99881.0,4.326687157154083;4.276954986155033;4.3271055314689875;4.327569377608597;4.276818082667887,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,cuda,3,,,,,820.03,263,18,"",5,"",true,2198.799;2195.932;2198.3;2199.843;2197.793,2198.3,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_cuda_r3,138525.0,4.327366975136101;4.327360413968563;4.327239792793989;4.327495618723333;4.326410073786974,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,cuda,4,,,,,582.18,334,18,"",5,"",true,2315.103;2315.017;2314.742;2316.145;2316.272,2315.103,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_cuda_r4,127380.0,7.284871445037425;7.2836895966902375;7.282791478559375;7.284055908210576;7.283022918738425,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,cuda,5,,,,,504.42,380,19,"",5,"",true,2285.751;2283.974;2286.249;2285.683;2283.306,2285.683,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_cuda_r5,94656.0,4.4261005949229;4.477728754281998;4.426745939999819;4.476376066915691;4.477593179792166,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
spmv,gpt-5.6-sol-xhigh,hybrid,1,,,,,643.14,684,224,"",4,Output comparison FAILED: Numeric value mismatch for object OutputVector: 'Sum: 2.64923178037303951e+04' vs 'Sum: 2.59615294005520227e+04',,,,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_hybrid_r1,90799.0,,
spmv,gpt-5.6-sol-xhigh,hybrid,2,,,,,436.42,445,200,"",5,"",true,1810.774;1814.484;1815.148;1817.759;1813.824,1814.484,20260805-120633,/home/petert/llm_para_experiments/20260805-120633/spmv_gpt-5.6-sol-xhigh_hybrid_r2,77632.0,11.141018618829548;11.091962969861925;11.192507675848901;11.191430803388357;11.091636660508811,20153151de0d733792317198c0ee7ebd52fbde6f605771029b205ed976be7970
